Feedback Received Date,Feedback Description,User's Quote,Rating,URLs,Extension,Source,Focus Area,Shared to Airtable by
"August 10, 2022",Great plugin!,Woo Commerce makes the store on my site look great. The added optional functionality for a memebership only plugin is my next task for my video content courses that I will offer.,5,https://wordpress.org/support/topic/great-plugin-34786/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 8, 2022",Fast Support,"The team reply fast to any occurring issues, Woocommerce is a core part of WordPress.",5,https://wordpress.org/support/topic/fast-support-169/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 7, 2022",TOP Unterstützung,"Ich bin überglücklich für die Hilfe bei meinem Problem. Die Mitarbeiter versuchen solange eine Lösung zu finden, bis es funktioniert.
Vielen, vielen Dank!",5,https://wordpress.org/support/topic/top-unterstutzung/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 5, 2022",Great Support,I was very hesitant when I found the only support method was via a forum. But I got great assistance from the team. I was very pleasantly surprised as this exceeded my expectations.,5,https://wordpress.org/support/topic/great-support-4372/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 5, 2022",Nice plugin,"I like the plugin, the price (free), and they have amazing customer support.",5,https://wordpress.org/support/topic/nice-plugin-4687/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 4, 2022",Problem solving!,"Thanks a lot, good tips and helpful to solve the problem.",5,https://wordpress.org/support/topic/problem-solving-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 4, 2022",muy buena,buen plugin,4,https://wordpress.org/support/topic/muy-buena-96/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 3, 2022",The Hidden Gem of Support,"The Help I Received was not only quick but Easy and Informational! I can’t Thank the Forum Community Enough, same to @judagutor for helping us resolve our issue! Thank you Juan for your quick efforts to help get our store back to normal running operations. Many Thanks and Happy Emotions from the Ghost Vapors Team! Keep on Rocking!!!
Mike
Management
	
		This topic was modified 1 year, 3 months ago by ghostvapors.",5,https://wordpress.org/support/topic/the-hidden-gem-of-sup/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 3, 2022",INCREDIBLY FRIENDLY,"WooCommerce itself, is a MUST have!!
WooCommerce free support is awesome!!
Margaret S. (@margaretwporg) was a pleasure to communicate with!! Even though my first issue was outside WooCommerce, she was curious, polite and helpful!!",5,https://wordpress.org/support/topic/incredibly-friendly/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 2, 2022",Helpful Support,Thank you for your support.,5,https://wordpress.org/support/topic/helpful-support-47/,WooCommerce,.org Product Review,TBD,.org review harvester
"August 1, 2022",good support,Thank you very much.,5,https://wordpress.org/support/topic/good-support-558/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 30, 2022",Excellent,Thank you for making such flexible software.,5,https://wordpress.org/support/topic/excellent-12054/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 29, 2022",Wonderful,"<!– wp:paragraph –>
<p class=””>THANKS A LOOOOOOT!</p>
<!– /wp:paragraph –>
<!– wp:paragraph –>
<p class=””>You have been a great help with VAT issues and I would be eternally grateful :)</p>
<!– /wp:paragraph –>
	
		This topic was modified 1 month, 4 weeks ago by npu2021.",5,https://wordpress.org/support/topic/wonderful-937/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 28, 2022",Complemento indispensable,Un complemento imprescindible y necesario. Me gusta la facilidad para trabajar con WooCommerce,5,https://wordpress.org/support/topic/complemento-indispensable/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 27, 2022",★★★★★,"5 stars!
i can always count on the woocommerce support members.
thank you so much for making it a little bit easier for me.",5,https://wordpress.org/support/topic/%e2%98%85%e2%98%85%e2%98%85%e2%98%85%e2%98%85-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 27, 2022",The Author So Awesome,"The author and plugin supporter really nice and friendly. I give all of them 10/5 star because they really help me out and most important, they quickly save my problem m!",5,https://wordpress.org/support/topic/the-author-so-awesome/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 27, 2022",Plugin supporters are very enthusiastic!,"When I encounter a bug, everyone finds a way to help solve the problem.
Online sotre can use woocommerce this plugin is the best choice!",5,https://wordpress.org/support/topic/plugin-supporters-are-very-enthusiastic/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 27, 2022",Great base for your webshop,We have WooCommerce for two years now and are very happy. In two years we only had one bug. (caused by another plugin) The Woocommerce online forum was happy and fast to help. Also there are plenty of options if you want extra functionality in your webstore.,5,https://wordpress.org/support/topic/great-base-for-your-webshop/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 26, 2022",Woocommerce,"I love woocommerce.
A great resources for selling online.",5,https://wordpress.org/support/topic/woocommerce-634/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 24, 2022",An excellent plugin that deserves its great reputation,"Woocommerce deserves its reputation as the best WP plugin for ecommerce. It does everything you’d want an ecommerce plugin to do, and as a bonus, the support is terrific. As a newcomer to Woocommerce (and to ecommerce in general) I had quite a few questions. Most of them could easily be answered by a quick online search. The few that I couldn’t find answers for were quickly answered by helpful support people on the WordPress forum. Thanks to Automattic for giving us this great website tool.",5,https://wordpress.org/support/topic/an-excellent-plugin-that-deserves-its-great-reputation/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 22, 2022",Great for e-shops,"I cannot imagine e-shop without woocommerce. Stable solution for wordpress websites.
	
		This topic was modified 1 year, 3 months ago by xnosek00.",5,https://wordpress.org/support/topic/great-for-e-shops/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 22, 2022",Good and responsive support,Response provided by good and responsive support,5,https://wordpress.org/support/topic/good-and-responsive-support/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 22, 2022",First time using woocommerce plugin,So far so good. Friends of the community quickly respond and support!,5,https://wordpress.org/support/topic/first-time-using-woocommerce-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"July 22, 2022","More Flexibility than Shopify! Great Option, FAR from Perfect!","`Let’s face it, this is an open source application. So, if we keep that in mind, I must say that this is an awesome option for building your e-commerce site.
I have tried many other applications and it’s very difficult to find other better options. I will be honest, this is FAR from being perfect. But which are the other alternatives?
Most e-commerce builders out there have a lack of flexibility and many of them want to own your data and even make it near impossible (or very difficult) to migrate your site if someday you want to change the building platform. This open source application is perfect to help you keep your own data on your own server (or hosted). 
Also, I must highlight their outstanding customer support on the forum and in which you get an answer VERY quick and people are very kind.
<strong> PROS: </strong>
—VERY flexible platform> You own your data and can edit almost anything as you please (with the help of the code and/or plugins)
—Open Source> The main functions are free of charge (same as WordPress)
—Powerful App> You can get almost any functionality with code or third party plugin.
—Popularity> This is probably one of the most popular e-commerce solutions, so there’s literally a TON of plugins for anything that you might need or want.
—Customer Support> you can send a message in the forum and someone will quickly address your issue and will help you find a convenient solution.
<strong> CONS: </strong>
—Very Basic> If you go with what’s given by default, the interface is extremely basic and ugly, in my opinion. It gives functionality, but you have to work hard to get something pretty and with advanced functions.
—Need Coding> Since it’s VERY basic by default, you need to at least know some basic CSS coding to modify the layout to match your style and branding.
—Need Third Party Plugins> Let’s be honest, you won’t get very far without having plugins. If you want an “outstanding” website, you will NEED MANY plugins. And be aware, almost all developers want their monthly or annual fee subscription.
—Additional Costs> Almost every plugin comes for a price, so there’s a LOT of “hidden fees” that will come afterwards. Of course, since it’s an open source app, this is to be expected.
—Learning Curve> This isn’t the quick build your site in 15 minutes. There’s a learning curve and it might take a little time to get used to it and especially to “set up” everything to be as you like. 
Overall, I decided to go with this platform after comparing with many other alternatives such as Shopify which is extremely popular nowadays. The problem with them is that most of them own your data and if you want something different, at least in Shopify, you will have to learn how to code with their liquid language and will have to modify almost EVERYTHING! So it’s even more hard work there.
Other platforms aren’t very reliable or popular or can be very expensive.
I will probably keep WooCommerce for some years and will eventually hire some developers to move into another platform eventually. Of course, if this will be more convenient on the future. Who knows!",5,https://wordpress.org/support/topic/more-flexibility-than-shopify-great-option-far-from-perfect/,WooCommerce,.org Product Review,TBD,.org review harvester
